"Adresse","Occurrences","Title 1","Longueur du Title 1","Largeur en pixels du Title 1","Indexabilité","Statut d'indexabilité"
"https://www.infopro-digital.com/fr/","1","Leader B2B en information, data, technologies pour les entreprises.","67","592","Indexable",""
"https://www.infopro-digital.com/fr/actualites/","1","Actualités du groupe et solutions business innovantes pour entreprises","70","629","Indexable",""
"https://www.infopro-digital.com/fr/actualites/communique-gustave-roussy-lance-avec-le-soutien-dinfopro-digital-le-guide-travail-cancer-destine-aux-managers/","1","[Communiqué] Gustave Roussy lance, avec le soutien d’Infopro Digital, le guide Travail & Cancer, destiné aux managers - Infopro Digital","135","1189","Indexable",""
"https://www.infopro-digital.com/fr/actualites/infopro-digital-classe-9e-entreprise-francaise-editrice-de-logiciels-par-ey-2/","1","Infopro Digital classé 9e entreprise française éditrice de logiciels par EY - Infopro Digital","93","772","Indexable",""
"https://www.infopro-digital.com/fr/protection-des-donnees/","1","Protection des Données - Infopro Digital","40","353","Indexable",""
"https://www.infopro-digital.com/fr/carrieres/","1","Recrutement d'experts du digital et des métiers tech, vente, contenu","68","596","Indexable",""
"https://www.infopro-digital.com/fr/medias/","1","Médias - Infopro Digital","24","206","Indexable",""
"https://www.infopro-digital.com/fr/expertises/plateformes-de-leads/","1","Des leads, des clients et des ventes grâce à nos plateformes digitales","70","612","Indexable",""
"https://www.infopro-digital.com/fr/expertises/logiciels-et-bases-de-donnees/","1","Le meilleur des technologies et des données pour vos logiciels métiers","70","624","Indexable",""
"https://www.infopro-digital.com/fr/mentions-legales-et-cgu/","1","Mentions légales et CGU - Infopro Digital","41","358","Indexable",""
"https://www.infopro-digital.com/fr/groupe/international/","1","Un groupe international en expansion qui recrute sur les 5 continents","69","608","Indexable",""
"https://www.infopro-digital.com/fr/expertises/","1","Solutions digitales pour professionnels, entreprises et collectivités","69","586","Indexable",""
"https://www.infopro-digital.com/fr/acces-finance/","1","Accès finance - Infopro Digital","31","266","Indexable",""
"https://www.infopro-digital.com/fr/secteurs/construction-et-secteur-public/","1","Construction et secteur public : tendances, analyses et solutions","65","569","Indexable",""
"https://www.infopro-digital.com/fr/secteurs/industrie/","1","La transformation du secteur de l’industrie ne fait que commencer","65","584","Indexable",""
"https://www.infopro-digital.com/fr/secteurs/risques-et-assurances/","1","Secteur de l'assurance et des risques : les tendances et solutions.","67","579","Indexable",""
"https://www.infopro-digital.com/fr/expertises/information-et-insights/","1","Marques médias leaders et influentes pour cibler les décideurs du B2B.","70","626","Indexable",""
"https://www.infopro-digital.com/fr/expertises/salons-professionnels/","1","Salons professionnels pour connecter les communautés professionnelles","69","653","Indexable",""
"https://www.infopro-digital.com/fr/cgv/","1","Conditions Générales applicables aux produits et services délivrés par les sociétés françaises - Infopro Digital","112","966","Indexable",""
"https://www.infopro-digital.com/fr/groupe/","1","Le groupe des experts B2B en information, données et technologies","65","597","Indexable",""
"https://www.infopro-digital.com/fr/secteurs/","1","Les experts de votre industrie : enjeux business, logiciels métiers.","68","576","Indexable",""
"https://www.infopro-digital.com/","1","A leading business information, data, and technology group.","59","531","Indexable",""
"https://www.infopro-digital.com/fr/groupe","1","Le groupe des experts B2B en information, données et technologies","65","597","Non indexable","Canonisé"
"https://www.infopro-digital.com/fr/secteurs/distribution/","1","Tendances de la distribution et solutions de digitalisation du retail","69","580","Indexable",""
"https://www.infopro-digital.com/fr/contact/","1","Contactez-nous - Infopro Digital","32","281","Indexable",""
"https://www.infopro-digital.com/fr/secteurs/automobile/","1","Des solutions innovantes pour les acteurs de l'après-vente automobile","69","619","Indexable",""
"https://www.infopro-digital.com/fr/declaration-daccessibilite-rgaa-4-1/","1","Déclaration d’accessibilité - Infopro Digital","45","372","Indexable",""
"https://www.infopro-digital.com/fr/actualites/lusine-nouvelle-se-reinvente-en-2021-media-b2b-industrie-digital/","1","L'Usine Nouvelle se réinvente en 2021 - Infopro Digital","55","474","Indexable",""
"https://www.infopro-digital.com/news/press-release-infopro-digital-has-reached-an-agreement-to-acquire-karnov-groups-ehs-division-enhancing-its-portfolio-of-software-solutions-for-ehs-legal-monitoring-and-compliance/","1","[Press release] Infopro Digital has reached an agreement to acquire Karnov Group’s EHS division, enhancing its portfolio of software solutions for EHS legal monitoring and compliance - Infopro Digital","200","1760","Indexable",""
"https://www.infopro-digital.com/sectors/automotive/","1","Innovative solutions for automotive after-sales service providers","65","567","Indexable",""
"https://www.infopro-digital.com/contact-us/","1","Contact us - Infopro Digital","28","237","Indexable",""
"https://www.infopro-digital.com/sectors/retail/","1","Distribution trends and retail digitalization solutions","55","456","Indexable",""
"https://www.infopro-digital.com/accessibility-statement-rgaa-4-1/","1","Accessibility statement - Infopro Digital","41","347","Indexable",""
"https://www.infopro-digital.com/solutions/tradeshows/","1","Tradeshows to connect business communities","42","415","Indexable",""
"https://www.infopro-digital.com/sectors/","1","Experts in your industry: business challenges, dedicated software","65","576","Indexable",""
"https://www.infopro-digital.com/group/","1","The B2B group expert on information, data and technologies","58","532","Indexable",""
"https://www.infopro-digital.com/fr/groupe/a-propos/","1","L'expertise digitale au service des professionnels et des entreprises","69","595","Indexable",""
"https://www.infopro-digital.com/fr/actualites/john-van-der-valk-rejoint-infopro-digital-en-tant-que-directeur-general-delegue-salons/","1","John van der Valk rejoint Infopro Digital en tant que Directeur Général Délégué Salons - Infopro Digital","104","894","Indexable",""
"https://www.infopro-digital.com/news/","1","Group news and innovative business solutions for companies","58","545","Indexable",""
"https://www.infopro-digital.com/fr/actualites/communique-infopro-digital-acquiert-eucon-automotive-fournisseur-mondial-des-donnees-de-prix-et-solutions-analytiques-dans-lapres-vente-automobile/","1","[Communiqué] Infopro Digital acquiert Eucon Automotive, fournisseur mondial des données de prix et solutions analytiques dans l’après-vente automobile - Infopro Digital","168","1501","Indexable",""
"https://www.infopro-digital.com/fr/actualites/danielle-attias-nommee-dg-deleguee-medias-construction-collectivites-et-emploi/","1","[Communiqué] Danielle Attias nommée DG Déléguée - Médias Construction & Collectivités, et Emploi - Infopro Digital","114","1027","Indexable",""
"https://www.infopro-digital.com/news/infopro-digital-ranked-9th-french-software-publisher-by-ey/","1","Infopro Digital ranked 9th French software publisher by EY - Infopro Digital","76","655","Indexable",""
"https://www.infopro-digital.com/data-protection/","1","Data protection - Infopro Digital","33","278","Indexable",""
"https://www.infopro-digital.com/fr/actualites/nomination-de-ben-wood/","1","Nomination de Ben Wood - Infopro Digital","40","367","Indexable",""
"https://www.infopro-digital.com/fr/protection-des-donnees/pt/","1","POLÍTICA DE DADOS PESSOAIS - Infopro Digital","44","424","Indexable",""
"https://www.infopro-digital.com/fr/actualites/infopro-digital-a-signe-un-accord-en-vue-dacquerir-la-division-hse-du-groupe-karnov-et-renforce-son-offre-de-solutions-logicielles-pour-la-veille-reglementaire-et-la-conformite-en-matiere-d/","1","[Communiqué] Infopro Digital a signé un accord en vue d’acquérir la division HSE du groupe Karnov et renforce son offre de solutions logicielles pour la veille réglementaire et la conformité en matière d’HSE - Infopro Digital","225","1951","Indexable",""
"https://www.infopro-digital.com/fr/protection-des-donnees/eng/","1","PERSONAL DATA POLICY - Infopro Digital","38","370","Indexable",""
"https://www.infopro-digital.com/fr/protection-des-donnees/es/","1","POLÍTICA DE DATOS PERSONALES - Infopro Digital","46","454","Indexable",""
"https://www.infopro-digital.com/fr/protection-des-donnees/nl/","1","BELEID INZAKE PERSOONSGEGEVENS - Infopro Digital","48","486","Indexable",""
"https://www.infopro-digital.com/fr/protection-des-donnees/fr/","1","POLITIQUE EN MATIÈRE DE DONNÉES PERSONNELLES - Infopro Digital","62","633","Indexable",""
"https://www.infopro-digital.com/fr/protection-des-donnees/de/","1","RICHTLINIE ZUM SCHUTZ PERSONENBEZOGENER DATEN - Infopro Digital","63","662","Indexable",""
"https://www.infopro-digital.com/careers/","1","Hiring digital, tech, sales, and content experts","48","400","Indexable",""
"https://www.infopro-digital.com/fr/protection-des-donnees/politica-privind-datele-cu-caracter-personal/","1","POLITICA PRIVIND DATELE CU CARACTER PERSONAL - Infopro Digital","62","627","Indexable",""
"https://www.infopro-digital.com/fr/protection-des-donnees/it/","1","INFORMATIVA SUI DATI PERSONALI - Infopro Digital","48","467","Indexable",""
"https://www.infopro-digital.com/fr/carrieres/job-board/?_jobs=marketing","1","Job Board - Infopro Digital","27","232","Non indexable","Canonisé"
"https://www.infopro-digital.com/fr/carrieres/job-board/?_jobs=commerce","1","Job Board - Infopro Digital","27","232","Non indexable","Canonisé"
"https://www.infopro-digital.com/fr/actualites/infopro-digital-acteur-majeur-du-paysage-technologique-francais/","1","[Communiqué] Infopro Digital, acteur majeur du paysage technologique français - Infopro Digital","95","847","Indexable",""
"https://www.infopro-digital.com/fr/carrieres/travailler-chez-infopro-digital/","1","Travailler chez Infopro Digital - Infopro Digital","49","400","Indexable",""
"https://www.infopro-digital.com/fr/groupe/strategie-rse/","1","Nos engagements RSE pour contribuer au succès durable de nos clients","68","638","Indexable",""
"https://www.infopro-digital.com/fr/actualites/infopro-digital-est-classe-26eme-meilleur-employeur-en-2022-dans-la-categorie-tech-du-palmares-capital/","1","Infopro Digital est classé 26ème meilleur employeur en 2022 dans la catégorie tech du palmarès Capital - Infopro Digital","120","1057","Indexable",""
"https://www.infopro-digital.com/fr/carrieres/job-board/?_jobs=contenu","1","Job Board - Infopro Digital","27","232","Non indexable","Canonisé"
"https://www.infopro-digital.com/media/","1","Media - Infopro Digital","23","196","Indexable",""
"https://www.infopro-digital.com/fr/actualites/infopro-digital-index-de-legalite-femmes-hommes-2024/","1","Infopro Digital – Index de l’égalité femmes-hommes 2024 - Infopro Digital","73","648","Indexable",""
"https://www.infopro-digital.com/fr/carrieres/job-board/?_jobs=support","1","Job Board - Infopro Digital","27","232","Non indexable","Canonisé"
"https://www.infopro-digital.com/fr/carrieres/job-board/?_jobs=information-technology","1","Job Board - Infopro Digital","27","232","Non indexable","Canonisé"
"https://www.infopro-digital.com/solutions/lead-generation-platforms/","1","Get leads, clients, and sales with our digital platforms","56","470","Indexable",""
"https://www.infopro-digital.com/fr/carrieres/job-board/","1","Job Board - Infopro Digital","27","232","Indexable",""
"https://www.infopro-digital.com/solutions/software-and-databases/","1","The best of data and technology for your business software","58","527","Indexable",""
"https://www.infopro-digital.com/group/international/","1","International - Infopro Digital","31","253","Indexable",""
"https://www.infopro-digital.com/solutions/","1","Digital solutions for professionals, companies, and local governments","69","617","Indexable",""
"https://www.infopro-digital.com/sectors/construction-and-public-sector/","1","Construction and public sector: trends, analysis, and solutions","63","549","Indexable",""
"https://www.infopro-digital.com/legal-notice-and-gtu/","1","Legal Notice and GTU - Infopro Digital","38","333","Non indexable","Canonisé"
"https://www.infopro-digital.com/fr/mot-de-passe-oublie/","1","Mot de passe oublié ? - Infopro Digital","39","334","Indexable",""
"https://www.infopro-digital.com/financial-access/","1","Financial access - Infopro Digital","34","288","Indexable",""
"https://www.infopro-digital.com/fr/nous-contacter/","1","Nous contacter - Infopro Digital","32","278","Indexable",""
"https://www.infopro-digital.com/sectors/industry/","1","The transformation of industry is just getting started","54","462","Indexable",""
"https://www.infopro-digital.com/sectors/risk-and-insurance/","1","Insurance and risk industry: trends and solutions.","50","436","Indexable",""
"https://www.infopro-digital.com/solutions/information-and-insights/","1","Top influential media brands to target B2B decision-makers","58","524","Indexable",""
"https://www.infopro-digital.com/fr/cgv/conditions-generales-dabonnement-et-dutilisation-moniteur-juris/","1","CONDITIONS GÉNÉRALES DE VENTE TERRITORIAL EDITIONS - Infopro Digital","68","687","Indexable",""
"https://www.infopro-digital.com/fr/cgv/cgv-des-editions-de-largus-de-lassurance-derniere-mise-a-jour-07-2024/","1","CGV DES ÉDITIONS DE L'ARGUS DE L'ASSURANCE (dernière mise à jour 08/2025) - Infopro Digital","91","863","Indexable",""
"https://www.infopro-digital.com/fr/cgv/general-terms-and-conditions-of-sale-ipdata-service/","1","General terms and conditions of sale France - IPDATA Service (last updated 07/2024) - Infopro Digital","101","894","Indexable",""
"https://www.infopro-digital.com/fr/cgv/conditions-generales-de-vente-ipd-leads/","1","Conditions Générales de Vente du SERVICE IPD LEADS (dernière mise à jour 10/2025) - Infopro Digital","99","899","Indexable",""
"https://www.infopro-digital.com/fr/cgv/general-terms-and-conditions-of-sale-infopro-digital-etudes/","1","General terms and conditions of sale France - Infopro Digital Etudes (last updated 07/2024)  - Infopro Digital","110","946","Indexable",""
"https://www.infopro-digital.com/terms-and-conditions/","1","Terms and Conditions for services and products delivered by Infopro Digital Services Limited - Infopro Digital","110","958","Indexable",""
"https://www.infopro-digital.com/fr/cgv/conditions-generales-de-ventes-conditions-generales-dabonnement-et-dutilisation-kheox/","1","CONDITIONS GENERALES DE VENTES Conditions générales d’abonnement et d’utilisation «KHEOX» - Infopro Digital","107","1021","Indexable",""
"https://www.infopro-digital.com/fr/cgv/conditions-generales-dabonnement-et-dutilisation-moniteur-juris-2/","1","CONDITIONS GÉNÉRALES D’ABONNEMENT ET D’UTILISATION « MONITEUR JURIS » - Infopro Digital","87","888","Indexable",""
"https://www.infopro-digital.com/fr/cgv/conditions-generales-de-vente-editions-du-moniteur/","1","CONDITIONS GÉNÉRALES DE VENTE EDITIONS DU MONITEUR - Infopro Digital","68","696","Indexable",""
"https://www.infopro-digital.com/fr/cgv/general-terms-and-conditions-of-sale-webinar-service/","1","General terms and conditions of sale France - Webinar service General terms and conditions of sale France - Infopro Digital Stories (last updated 07/2025)  - Infopro Digital","173","1499","Indexable",""
"https://www.infopro-digital.com/fr/cgv/conditions-generales-de-vente-dabonnement-des-produits-de-presse-et-des-services-numeriques/","1","Conditions Générales De Vente D'abonnement et d'Utilisation Des Produits De Presse Et Des Services Numériques + Offres PASS (dernière mise à jour 03/2025) - Infopro Digital","172","1550","Indexable",""
"https://www.infopro-digital.com/fr/cgv/conditions-generales-de-vente-et-dutilisation-des-produits-et-services-batiprix/","1","CONDITIONS GÉNÉRALES DE VENTE ET D’UTILISATION DES PRODUITS ET SERVICES BATIPRIX (dernière mise à jour le 09/2025) - Infopro Digital","132","1285","Indexable",""
"https://www.infopro-digital.com/fr/cgv/general-terms-and-conditions-for-selling-ad-space-press-internet-and-references/","1","General terms and conditions for Selling ad space press, Internet, and References (last update 10/2025) - Infopro Digital","121","1055","Indexable",""
"https://www.infopro-digital.com/fr/cgv/conditions-generales-de-vente-events/","1","Conditions Générales de Vente Events (dernière mise à jour 07/2024) - Infopro Digital","85","751","Indexable",""
"https://www.infopro-digital.com/fr/cgv/publicite-presse-internet-et-referencement/","1","Conditions générales de vente d’Espace Publicitaire Presse, Internet et Référencement (dernière mise à jour 10/2025) - Infopro Digital","134","1174","Indexable",""
"https://www.infopro-digital.com/fr/cgv/webinars/","1","Conditions générales de vente - Service de Webinars (dernière mise à jour 07/2025) - Infopro Digital","100","875","Indexable",""
"https://www.infopro-digital.com/fr/cgv/general-terms-and-conditions-of-sale-france-infopro-digital-stories/","1","General terms and conditions of sale France - Infopro Digital Stories (last update 02/2026)  - Infopro Digital","110","937","Indexable",""
"https://www.infopro-digital.com/fr/cgv/infopro-data/","1","Conditions générales de vente – Service IPDATA (dernière mise à jour 07/2024) - Infopro Digital","95","843","Indexable",""
"https://www.infopro-digital.com/fr/cgv/infopro-digital-etudes/","1","Conditions générales de vente – Infopro Digital Etudes (dernière mise à jour 7/2024) - Infopro Digital","102","884","Indexable",""
"https://www.infopro-digital.com/fr/cgv/conditions-generales-de-vente-formations/","1","Conditions Générales de Vente Formations (dernière mise à jour 03/2025) - Infopro Digital","89","794","Indexable",""
"https://www.infopro-digital.com/fr/cgv/conditions-generales-de-vente-trophees/","1","Conditions Générales de Vente Trophées (dernière mise à jour 07/2024) - Infopro Digital","87","776","Indexable",""
"https://www.infopro-digital.com/fr/cgv/general-terms-and-conditions-of-sale-ipd-leads-service-last-updated-10-2025/","1","GENERAL TERMS AND CONDITIONS OF SALE - IPD LEADS SERVICE (last updated 10.2025) - Infopro Digital","97","948","Indexable",""
"https://www.infopro-digital.com/fr/cgv/infopro-digital-stories/","1","Conditions générales de vente – Infopro Digital Stories (dernière mise à jour 02/2026) - Infopro Digital","104","897","Indexable",""
"https://www.infopro-digital.com/group/about-us/","1","Digital expertise serving companies and professionals","53","478","Indexable",""
"https://www.infopro-digital.com/news/john-van-der-valk-joins-infopro-digital-as-managing-director-trade-shows/","1","John van der Valk joins Infopro Digital as Managing Director Trade Shows - Infopro Digital","90","793","Indexable",""
"https://www.infopro-digital.com/news/supporting-return-to-work-after-cancer/","1","Supporting Return to Work After Cancer - Infopro Digital","56","491","Indexable",""
"https://www.infopro-digital.com/news/press-release-infopro-digital-acquires-eucon-automotive-a-global-pricing-and-data-provider-for-the-automotive-aftermarket/","1","[Press release] Infopro Digital acquires Eucon Automotive, a global pricing and data provider for the automotive aftermarket - Infopro Digital","142","1229","Indexable",""
"https://www.infopro-digital.com/news/appointment-of-ben-wood/","1","Appointment of Ben Wood - Infopro Digital","41","375","Indexable",""
"https://www.infopro-digital.com/news/discover-the-2023-environmental-social-and-governance-report/","1","Discover the 2023 Environmental, Social and Governance report. - Infopro Digital","80","708","Indexable",""
"https://www.infopro-digital.com/data-protection/politica-privind-datele-cu-caracter-personal/","1","POLITICA PRIVIND DATELE CU CARACTER PERSONAL - Infopro Digital","62","627","Indexable",""
"https://www.infopro-digital.com/data-protection/it/","1","INFORMATIVA SUI DATI PERSONALI - Infopro Digital","48","467","Indexable",""
"https://www.infopro-digital.com/data-protection/fr/","1","POLITIQUE EN MATIÈRE DE DONNÉES PERSONNELLES - Infopro Digital","62","633","Indexable",""
"https://www.infopro-digital.com/data-protection/eng/","1","PERSONAL DATA POLICY - Infopro Digital","38","370","Indexable",""
"https://www.infopro-digital.com/data-protection/nl/","1","BELEID INZAKE PERSOONSGEGEVENS - Infopro Digital","48","486","Indexable",""
"https://www.infopro-digital.com/data-protection/pt/","1","POLÍTICA DE DADOS PESSOAIS - Infopro Digital","44","424","Indexable",""
"https://www.infopro-digital.com/data-protection/de/","1","RICHTLINIE ZUM SCHUTZ PERSONENBEZOGENER DATEN - Infopro Digital","63","662","Indexable",""
"https://www.infopro-digital.com/careers/job-board/","1","Job Board - Infopro Digital","27","232","Indexable",""
"https://www.infopro-digital.com/group/esg-strategy/","1","Our ESG commitments to contribute to our clients' sustainable success","69","630","Indexable",""
"https://www.infopro-digital.com/data-protection/es/","1","POLÍTICA DE DATOS PERSONALES - Infopro Digital","46","454","Indexable",""
"https://www.infopro-digital.com/careers/job-board/?_jobs=content","1","Job Board - Infopro Digital","27","232","Non indexable","Canonisé"
"https://www.infopro-digital.com/news/infopro-digital-a-mayor-player-in-the-french-technology-ecosystem/","1","Infopro Digital, a major player in the French technology ecosystem - Infopro Digital","84","726","Indexable",""
"https://www.infopro-digital.com/careers/job-board/?_jobs=marketing","1","Job Board - Infopro Digital","27","232","Non indexable","Canonisé"
"https://www.infopro-digital.com/careers/working-at-infopro-digital/","1","Working at Infopro Digital - Infopro Digital","44","366","Indexable",""
"https://www.infopro-digital.com/careers/job-board/?_jobs=information-technology","1","Job Board - Infopro Digital","27","232","Non indexable","Canonisé"
"https://www.infopro-digital.com/careers/job-board/?_jobs=sales","1","Job Board - Infopro Digital","27","232","Non indexable","Canonisé"
"https://www.infopro-digital.com/careers/job-board/?_jobs=support","1","Job Board - Infopro Digital","27","232","Non indexable","Canonisé"
"https://www.infopro-digital.com/terms-and-conditions/publishing-licence/","1","PUBLISHING LICENCE - Infopro Digital","36","340","Indexable",""
"https://www.infopro-digital.com/terms-and-conditions/in-house-e-learning/","1","IN-HOUSE & E-LEARNING - Infopro Digital","39","365","Indexable",""
"https://www.infopro-digital.com/terms-and-conditions/logo-licence/","1","Logo Licence - Infopro Digital","30","259","Indexable",""
"https://www.infopro-digital.com/terms-and-conditions/central-banking-institute-membership/","1","CENTRAL BANKING INSTITUTE MEMBERSHIP - Infopro Digital","54","553","Indexable",""
"https://www.infopro-digital.com/terms-and-conditions/content-and-data-licence-terms-and-conditions/","1","CONTENT AND DATA LICENCE – TERMS AND CONDITIONS - Infopro Digital","65","674","Indexable",""
"https://www.infopro-digital.com/terms-and-conditions/lead-generation/","1","LEAD GENERATION - Infopro Digital","33","316","Indexable",""
"https://www.infopro-digital.com/terms-and-conditions/research-and-marketing-services/","1","RESEARCH AND MARKETING SERVICES - Infopro Digital","49","499","Indexable",""
"https://www.infopro-digital.com/terms-and-conditions/digital-advertising/","1","Digital Advertising - Infopro Digital","37","302","Indexable",""
"https://www.infopro-digital.com/terms-and-conditions/speaker-engagement/","1","SPEAKER ENGAGEMENT - Infopro Digital","36","363","Indexable",""
"https://www.infopro-digital.com/terms-and-conditions/sponsored-content-services/","1","SPONSORED CONTENT SERVICES - Infopro Digital","44","447","Indexable",""
"https://www.infopro-digital.com/terms-and-conditions/subscriptions/","1","SUBSCRIPTIONS - Infopro Digital","31","292","Indexable",""
"https://www.infopro-digital.com/terms-and-conditions/creative-services/","1","CREATIVE SERVICES - Infopro Digital","35","328","Indexable",""
"https://www.infopro-digital.com/terms-and-conditions/chartis-membership-terms-and-conditions/","1","CHARTIS MEMBERSHIP – TERMS AND CONDITIONS - Infopro Digital","59","612","Indexable",""
"https://www.infopro-digital.com/terms-and-conditions/webinar/","1","WEBINAR - Infopro Digital","25","228","Indexable",""
"https://www.infopro-digital.com/terms-and-conditions/event-admission/","1","EVENT ADMISSION - Infopro Digital","33","314","Indexable",""
"https://www.infopro-digital.com/terms-and-conditions/exhibitor-agreement/","1","EXHIBITOR AGREEMENT - Infopro Digital","37","362","Indexable",""
"https://www.infopro-digital.com/terms-and-conditions/sponsorship/","1","SPONSORSHIP  - Infopro Digital","30","276","Indexable",""
"https://www.infopro-digital.com/terms-and-conditions/books/","1","BOOKS - Infopro Digital","23","205","Indexable",""
"https://www.infopro-digital.com/financial-contact-us/","1","Contact us - Infopro Digital","28","237","Indexable",""
"https://www.infopro-digital.com/forgot-your-password-2/","1","Forgot your password? - Infopro Digital","39","346","Indexable",""
"https://www.infopro-digital.com/fr/carrieres/job-board/11637-mitarbeiter-m-w-d-personalabteilung/","1","Mitarbeiter (m/w/d) Personalabteilung - Infopro Digital","55","482","Indexable",""
"https://www.infopro-digital.com/fr/carrieres/job-board/11635-head-of-client-and-sales-marketing/","1","Head of Marketing - Infopro Digital","35","305","Indexable",""
"https://www.infopro-digital.com/fr/carrieres/job-board/11584-charg-de-missions-it-f-h-x/","1","IT Documentation Specialist (F/H/X) - Infopro Digital","53","464","Indexable",""
"https://www.infopro-digital.com/fr/carrieres/job-board/11639-contract-administrator-m-f-d-sourcing-partnerships/","1","Contract Administrator (m/f/d) – Sourcing & Partnerships - Infopro Digital","74","652","Indexable",""
"https://www.infopro-digital.com/fr/carrieres/job-board/11554-product-manager-h-f-x/","1","Customer Success Manager (H/F/X) - Infopro Digital","50","465","Indexable",""
"https://www.infopro-digital.com/fr/carrieres/job-board/11371-acheteur-facility-management-et-mobilit-f-h-x/","1","Acheteur facility management et mobilité (F/H/X) - Infopro Digital","66","578","Indexable",""
"https://www.infopro-digital.com/fr/carrieres/job-board/11641-responsable-marketing-f-h-x/","1","Responsable marketing (F/H/X) - Infopro Digital","47","423","Indexable",""
"https://www.infopro-digital.com/fr/carrieres/job-board/11630-charg-de-projet-logistique-f-h-x/","1","Chargé de projet logistique (F/H/X) - Infopro Digital","53","452","Indexable",""
"https://www.infopro-digital.com/fr/carrieres/job-board/11369-acheteur-service-f-h-x/","1","Acheteur service (F/H/X) - Infopro Digital","42","362","Indexable",""
"https://www.infopro-digital.com/fr/carrieres/job-board/11616-credit-manager-pr-contentieux-international-f-h-x/","1","Credit manager précontentieux International (F/H/X) - Infopro Digital","69","604","Indexable",""
"https://www.infopro-digital.com/fr/notre-politique-environnementale/","1","Notre politique environnementale - Infopro Digital","50","435","Indexable",""
