"Nom du problème","Type de problème","Priorité du problème","URL","% du total","Description","Comment corriger","URL d'aide"
"Liens: Liens sortants Nofollow internes","Avertissement","Faible","382","99,480","Pages qui utilisent rel=""nofollow"" sur les liens sortants internes. Les liens avec des attributs de lien nofollow ne seront généralement pas suivis par les moteurs de recherche. N'oubliez pas que les pages liées peuvent être trouvées par d'autres moyens, comme d'autres liens suivis, des sitemaps XML, etc. Les liens sortants nofollow sont visibles dans l'onglet « Liens sortants » avec le filtre « Tous les types de liens » défini sur « Hyperlien », où la colonne « Suivre » est « Faux ». Exportez en bloc via Exportation en bloc > Liens > Liens sortants Nofollow internes.","Vérifiez l'utilisation de rel=""nofollow"" sur les liens internes. Ceux-ci peuvent être valides pour des URL qui, idéalement, ne seraient pas crawlées, ou ils peuvent l'être par erreur. Supprimez l'attribut de lien nofollow pour les URL importantes qui doivent être crawlées, être indexées et recevoir un PageRank.",""
"H1: Multiple","Avertissement","Moyenne","2","0,520","Pages comportant plusieurs <h1>. Bien que ce ne soit pas un problème à proprement parler, car les normes HTML5 autorisent la présence de plusieurs <h1> sur une page, cette approche moderne pose quelques problèmes en termes de convivialité. Il est conseillé d'utiliser le classement des sous-titres (h1-h6) pour transmettre la structure du document. La norme HTML4 classique définit qu'il ne doit y avoir qu'un seul <h1> par page, et cela reste généralement recommandé pour les utilisateurs et le référencement.","Envisagez de mettre à jour le code HTML pour inclure un seul titre <h1> sur chaque page, et d'utiliser toute la gamme de sous-titres entre h2 et h6 pour ajouter des sous-titres supplémentaires.",""
"Pagination: L'URL de pagination ne figure pas dans la balise d'ancrage","Problème","Élevée","145","37,760","Les URL contenues dans les deux attributs rel=""next"" et rel=""prev"" de la page, ou dans l'un d'entre eux, ne sont pas trouvées en tant que lien hypertexte dans un élément d'ancrage HTML sur la page elle-même. Les pages paginées doivent être liées à l'aide de liens normaux afin de permettre aux utilisateurs de cliquer et de naviguer vers la page suivante de la série. Ils permettent également à Google de passer d'une page à l'autre et au PageRank de circuler entre les pages de la série.","Assurez-vous que les URL paginées sont liées à l'intérieur de balises <a>. Cela leur permettra d'être crawlées et indexées, et de transmettre le PageRank à toutes les URL auxquelles elles sont liées.",""
"Sécurité: En-tête Secure Referrer-Policy manquant","Avertissement","Faible","423","93,580","URL qui n'ont pas les politiques « no-referrer-when-downgrade », « strict-origin-when-cross-origin », « no-referrer » ou « strict-origin » dans l'en-tête Referrer-Policy. Lorsque vous utilisez le protocole HTTPS, il est important que les URL ne fuient pas dans les requêtes non HTTPS. Cela peut exposer les utilisateurs à des attaques de type « man in the middle », car n'importe qui sur le réseau peut les voir.","Envisagez de définir une politique de référent de type « strict-origin-when-cross-origin ». Cela permet de conserver une grande partie de l'utilité du référent, tout en atténuant le risque de fuite de données entre les origines.",""
"Meta description: Moins de 70 caractères","Opportunité","Faible","1","0,260","Pages dont les méta-descriptions sont en dessous à la limite configurée. Il ne s'agit pas d'un problème à proprement parler, mais d'une opportunité. Il reste de la place pour des avantages, des arguments clés ou des appels à l'action.","Envisagez de mettre à jour la méta-description afin de profiter de l'espace restant pour inclure des avantages, des arguments clés ou des appels à l'action supplémentaires pour améliorer les taux de clics (CTR).",""
"Versions canoniques: L’URL canonique est relative","Avertissement","Faible","1","0,260","Pages avec une URL relative au lieu d’une balise de lien rel=canonical absolu. Si la balise <link>, tout comme la majorité des balises HTML, accepte les URL relatives et absolues, les petites erreurs liées aux chemins relatifs peuvent facilement se produire et entraîner des problèmes d’indexation.","Google recommande d’utiliser des chemins absolus au lieu des chemins relatifs pour la balise de lien rel=canonical.",""
"H2: Multiple","Avertissement","Faible","328","85,420","Pages comportant plusieurs <h2>. Ce n'est pas un problème, car les normes HTML autorisent plusieurs <h2> lorsqu'ils sont utilisés dans une structure de sous-titres hiérarchique logique. Cependant, ce filtre peut vous aider à effectuer un examen rapide pour vérifier s'ils sont utilisés de manière appropriée.","Veillez à ce que les <h2> soient utilisés dans une structure de sous-titres hiérarchique logique et mettez-les à jour, le cas échéant, en utilisant toute la gamme de sous-titres entre h3 et h6 pour les sous-titres supplémentaires.",""
"H1: Doublon","Opportunité","Faible","3","0,780","Pages qui présentent des doublons de <h1>. Il est important de disposer de sous-titres principaux distincts, uniques et utiles. Si chaque page a le même <h1>, il peut être plus difficile pour les utilisateurs et les moteurs de recherche de distinguer une page d'une autre.","Mettez à jour les doublons de <h1> comme nécessaire, afin que les pages importantes contiennent un <h1> unique et descriptif pour les utilisateurs et les moteurs de recherche. S'il s'agit de doublons de page, corrigez-les en créant un lien vers une version unique et effectuez une redirection ou utilisez des versions canoniques le cas échéant.",""
"Hreflang: Liens de retour Noindex","Problème","Élevée","2","0,520","URL avec des liens de retour qui présentent une métabalise « noindex ». Toutes les pages d'un ensemble doivent être indexables, et donc toute URL de retour avec « noindex » peut conduire à ce que la relation hreflang soit ignorée. Les URL des liens de retour noindex sont visibles dans le volet « Détails de l'URL » de la fenêtre inférieure avec un statut de confirmation « noindex ». Elles peuvent être exportées en bloc via l'exportation Rapports > Hreflang > Liens de retour Noindex.","Mettez à jour des annotations hreflang pour inclure uniquement les URL indexables. Elles ne doivent pas inclure de liens « noindex »",""
"Images: Attributs de taille manquants","Opportunité","Faible","38","95,000","Éléments d'image dont les dimensions (attributs width et height) ne sont pas spécifiées dans le code HTML. Cela peut entraîner d'importants changements de mise en page lors du chargement du contenu, ce qui peut s'avérer frustrant pour les utilisateurs. C'est l'une des principales causes d'un score CLS (Cumulative Layout Shift) élevé.","Définissez la taille de toutes les images au format natif à l'aide des attributs width et height dans le code HTML. Le navigateur pourra ainsi calculer l'espace nécessaire pour chaque image avant son chargement, évitant ainsi des modifications importantes de la mise en page.",""
"Liens: Pages avec beaucoup de liens sortants internes","Avertissement","Faible","1","0,260","Pages qui comportent un nombre élevé de liens sortants internes suivis, selon les préférences « Nombre élevé de liens sortants internes » dans Configuration > Spider > Préférences. Les liens sortants internes sont des liens hypertextes vers le même sous-domaine ou domaine (en fonction de votre configuration). Les liens sont utilisés par les utilisateurs pour naviguer sur un site Web, tandis que les moteurs de recherche les utilisent pour découvrir et classer les pages. Un trop grand nombre de liens peut réduire l'ergonomie et diminuer la quantité de PageRank distribuée à chaque page. Les liens sortants internes suivis sont visibles dans l'onglet « Liens sortants », avec le filtre « Tous les types de liens » défini sur « Hyperliens » et la colonne « Suivre » sur « Vrai ».","Examinez les liens sortants internes suivis pour vous assurer qu'ils offrent une bonne ergonomie aux utilisateurs qui naviguent sur le site Web et que les pages non importantes ne sont pas liées inutilement.",""
"Sécurité: Liens vers des ressources liées au protocole","Avertissement","Faible","378","83,630","URL qui chargent des ressources telles que des images, du JavaScript et du CSS en utilisant des liens sans protocole. Un lien sans protocole est simplement un lien vers une URL sans indiquer le schéma (par exemple, //screamingfrog.co.uk). Il permet aux développeurs de ne pas avoir à indiquer le protocole et laisse le navigateur le déterminer en fonction de la connexion actuelle à la ressource. Cependant, cette technique est maintenant un anti-schéma avec HTTPS partout, et peut exposer certains sites à des compromissions de type « man in the middle » et à des problèmes de performances.","Mettez à jour tous les liens vers des ressources pour qu'ils soient des liens absolus incluant le schéma (HTTPS) pour éviter les problèmes de sécurité et de performances.",""
"H2: Manquant","Avertissement","Faible","12","3,130","Pages dont le <h2> est manquant, dont le contenu est vide ou qui ont un espace blanc. Les sous-titres <h2> sont souvent utilisés pour décrire des sections ou des sujets dans un document. Ils servent de repères pour l'utilisateur et peuvent aider les moteurs de recherche à comprendre la page.","Envisagez d'utiliser des <h2> logiques et descriptifs sur les pages importantes, qui aident l'utilisateur et les moteurs de recherche à mieux comprendre la page.",""
"Sécurité: En-tête HSTS manquant","Avertissement","Faible","424","93,810","URL qui n'ont pas l'en-tête de réponse HSTS. L'en-tête de réponse HTTP Strict-Transport-Security (HSTS) indique aux navigateurs que l'accès au site doit se faire uniquement par HTTPS, plutôt que par HTTP. Si un site Web accepte une connexion HTTP, avant d'être redirigé vers HTTPS, les visiteurs continueront initialement à communiquer via HTTP. L'en-tête HSTS indique au navigateur de ne jamais charger en HTTP et de convertir automatiquement toutes les requêtes en HTTPS.","L'en-tête HSTS doit être utilisé sur toutes les pages pour indiquer au navigateur qu'il doit toujours demander les pages via HTTPS, plutôt que via HTTP.",""
"URL: Plus de 115 caractères","Opportunité","Faible","38","8,410","URL qui dépassent la longueur configurée. Ce n'est généralement pas un problème, mais des recherches ont montré que les utilisateurs préfèrent des chaînes d'URL plus courtes et concises.","Dans la mesure du possible, utilisez des URL logiques et concises pour les utilisateurs et les moteurs de recherche. Cependant, modifier une URL est une décision importante et, souvent, cela ne vaut pas la peine de le faire uniquement pour des raisons de référencement. Si des URL sont modifiées, des redirections 301 appropriées doivent être mises en œuvre.",""
"H1: Manquant","Problème","Moyenne","99","25,780","Pages dont le <h1> est manquant, le contenu est vide ou qui comportent un espace blanc. Les <h1> doivent décrire le titre principal et l'objectif de la page, et sont considérés comme l'un des signaux de classement les plus forts sur la page.","Veillez à ce que les pages importantes comportent des sous-titres concis, descriptifs et uniques afin d'aider les utilisateurs et de permettre aux moteurs de recherche de noter et de classer la page pour les requêtes de recherche correspondantes.",""
"Title des pages: Moins de 200 pixels","Opportunité","Moyenne","2","0,520","Pages dont le titre est beaucoup plus court que la limite de longueur en pixels estimée par Google. Ce n'est pas nécessairement un problème, mais cela indique qu'il y a peut-être de la place pour cibler des mots-clés supplémentaires ou pour communiquer vos arguments clés.","Envisagez de mettre à jour le titre de la page afin de profiter de l'espace restant pour inclure d'autres mots-clés cibles ou arguments clés.",""
"Title des pages: Moins de 30 caractères","Opportunité","Moyenne","10","2,600","Pages dont le titre est inférieur à la limite configurée. Ce n'est pas nécessairement un problème, mais cela indique qu'il y a peut-être de la place pour cibler des mots-clés supplémentaires ou pour communiquer vos arguments clés.","Envisagez de mettre à jour le titre de la page afin de profiter de l'espace restant pour inclure d'autres mots-clés cibles ou arguments clés.",""
"Images: Texte Alt de plus de 100 caractères","Opportunité","Faible","1","2,500","Images dont le texte alt dépasse un certain nombre de caractères. Ce n'est pas un problème à proprement parler, mais le texte alt des images doit être concis et descriptif. Il ne doit pas servir à remplir une page de mots-clés ou de paragraphes de texte.","Rédigez un texte alt concis et utile pour les utilisateurs et les moteurs de recherche, sans bourrage de mots clés.",""
"Title des pages: Plus de 561 pixels","Opportunité","Moyenne","145","37,760","Pages dont le titre dépasse la limite de longueur en pixels estimée par Google pour les titres dans les résultats de recherche. La longueur d'extrait de Google est en fait basée sur des limites en pixels, plutôt que sur une longueur en caractères. Le SEO Spider tente de faire correspondre les derniers points de troncature en pixels dans les SERP, mais il s'agit d'une approximation et Google les ajuste fréquemment.","Rédigez des titres de page concis pour éviter que des mots importants ne soient tronqués dans les résultats de recherche, qu'ils ne soient pas visibles pour les utilisateurs et qu'ils aient éventuellement moins de poids dans les résultats.",""
"Contenu: Pages à faible contenu","Opportunité","Moyenne","3","0,780","Pages dont le nombre de mots est inférieur à la valeur par défaut de 200 mots. Le nombre de mots est basé sur les paramètres de la zone de contenu utilisée dans l'analyse, qui peuvent être configurés dans Configuration > Contenu > Domaine. En réalité, il n'y a pas de nombre de mots minimum pour les pages, mais les moteurs de recherche ont besoin d'un texte descriptif pour comprendre l'objectif d'une page. Ce filtre ne doit être utilisé qu'à titre indicatif pour aider à identifier les pages qui pourraient être améliorées par l'ajout d'un contenu plus descriptif dans le contexte du site Web et de l'objectif de la page. Certains sites Web, tels que les sites de commerce électronique, auront naturellement un nombre de mots inférieur, ce qui peut être acceptable si les détails d'un produit peuvent être communiqués efficacement.","Pensez à inclure un contenu descriptif supplémentaire pour aider l'utilisateur et les moteurs de recherche à mieux comprendre la page.",""
"Images: Texte Alt manquant","Problème","Faible","4","10,000","Images qui disposent d'un attribut alt, mais sans texte alt. Cliquez sur l'adresse de l'image, puis sur l'onglet « Détails de l'image » dans la fenêtre inférieure pour voir quelles pages contiennent l'image, mais pas le texte alt. Les images doivent être accompagnées d'un texte alternatif descriptif de leur fonction, ce qui permet aux aveugles et aux malvoyants, ainsi qu'aux moteurs de recherche, de comprendre l'image et sa pertinence pour la page Web.","Incluez un texte alt descriptif pour les images afin d'aider les utilisateurs et les moteurs de recherche à mieux les comprendre. Dans la mesure du possible, les images décoratives doivent être fournies en utilisant des images d'arrière-plan CSS ou un texte alt nul (vide) (alt="""") afin qu'elles puissent être ignorées par les technologies d'assistance, telles que les lecteurs d'écran.",""
"H2: Doublon","Opportunité","Faible","243","63,280","Pages qui présentent des doublons de <h2>. Il est important de disposer de pages distinctes, uniques et utiles. Si chaque page a le même <h2>, il peut être plus difficile pour les utilisateurs et les moteurs de recherche de distinguer une page d'une autre.","Mettez à jour les doublons de <h2> comme nécessaire, afin que les pages importantes contiennent un <h2> unique et descriptif pour les utilisateurs et les moteurs de recherche. S'il s'agit de doublons de page, corrigez-les en créant un lien vers une version unique et effectuez une redirection ou utilisez des versions canoniques le cas échéant.",""
"Sécurité: Liens avec attribut crossorigin non sécurisés","Avertissement","Faible","383","84,730","URL pointant vers un site Web externe qui contiennent l'attribut target=""_blank"" (pour ouvrir la page dans un nouvel onglet), mais pas l'attribut rel=""noopener"" (ou rel=""noreferrer""). Lorsque seul l'attribut target=""_blank"" est utilisé, les pages concernées sont exposées à des problèmes de sécurité et de performance sur certains anciens navigateurs, qui représentent moins de 5 % du marché. Le fait de définir target=""_blank"" sur des éléments <a> permet d'obtenir implicitement le même comportement qu'avec rel=""noopener"", qui ne définit pas window.opener sur la plupart des navigateurs modernes tels que Chrome, Safari, Firefox et Edge. Les liens externes qui contiennent l'attribut target=""_blank"" uniquement peuvent être consultés dans l'onglet ""Liens sortants"" et la colonne ""Cible"". Pour exporter ces liens ainsi que leurs pages sources, accédez à Exportation en bloc > Sécurité > Liens avec attribut crossorigin non sécurisés.","Nous vous conseillons d'ajouter l'attribut rel=""noopener"" à tous les liens qui contiennent l'attribut target=""_blank"" pour éviter que les utilisateurs d'anciens navigateurs ne soient exposés à des problèmes de sécurité et de performance.",""
"Sécurité: En-tête Content-Security-Policy manquant","Avertissement","Faible","423","93,580","URL qui n'ont pas l'en-tête de réponse Content-Security-Policy. Cet en-tête permet à un site Web de contrôler quelles ressources sont chargées pour une page. Cette politique peut aider à se protéger contre les attaques de type script intersites (XSS) qui exploitent la confiance du navigateur dans le contenu reçu du serveur. Le SEO Spider ne vérifie que l'existence de l'en-tête et n'interroge pas les politiques qu'il contient pour déterminer si elles sont bien configurées pour le site Web. Cette opération doit être effectuée manuellement.","Définissez un en-tête de réponse Content-Security-Policy strict pour toutes les pages afin d'atténuer les attaques par script intersites (XSS) et par injection de données.",""
