"Adresse","Type de contenu","Code HTTP","Statut","Indexabilité","Statut d'indexabilité","Violations All","Violations Best Practice","Violations WCAG 2.0 A","Violations WCAG 2.0 AA","Violations WCAG 2.0 AAA","Violations WCAG 2.1 AA","Violations WCAG 2.2 AA","Statut de la requête PSI"
"https://www.rougier-ple.fr/","text/html;charset=UTF-8","200","OK","Indexable","","","","","","","","",""
"https://www.rougier-ple.fr/modes-paiement.r.html","text/html;charset=UTF-8","200","OK","Indexable","","","","","","","","",""
"https://www.rougier-ple.fr/peinture-textile.r.html","text/html;charset=UTF-8","200","OK","Indexable","","","","","","","","",""
"https://www.rougier-ple.fr/medium-additif-pigment.r.html","text/html;charset=UTF-8","200","OK","Indexable","","","","","","","","",""
"https://www.rougier-ple.fr/craie-ardoise-enfant.r.html","text/html;charset=UTF-8","200","OK","Indexable","","","","","","","","",""
"https://www.rougier-ple.fr/chassis-sur-mesure.r.html","text/html;charset=UTF-8","200","OK","Indexable","","","","","","","","",""
"https://www.rougier-ple.fr/peinture-aquarelle.r.html","text/html;charset=UTF-8","200","OK","Indexable","","","","","","","","",""
"https://www.rougier-ple.fr/livre-artisanat-art.r.html","text/html;charset=UTF-8","200","OK","Indexable","","","","","","","","",""
"https://www.rougier-ple.fr/peinture-1597.r.html","text/html;charset=UTF-8","200","OK","Indexable","","","","","","","","",""
"https://www.rougier-ple.fr/linogravure.r.html","text/html;charset=UTF-8","200","OK","Indexable","","","","","","","","",""
"https://www.rougier-ple.fr/planche-dessin-compas-equerre.r.html","text/html;charset=UTF-8","200","OK","Indexable","","","","","","","","",""
"https://www.rougier-ple.fr/cahier-de-coloriage.r.html","text/html;charset=UTF-8","200","OK","Indexable","","","","","","","","",""
"https://www.rougier-ple.fr/marques/dejou.r.html","text/html;charset=UTF-8","200","OK","Indexable","","","","","","","","",""
"https://www.rougier-ple.fr/confection-bricolage-enfant.r.html","text/html;charset=UTF-8","200","OK","Indexable","","","","","","","","",""
"https://www.rougier-ple.fr/jeux-societe.r.html","text/html;charset=UTF-8","200","OK","Indexable","","","","","","","","",""
"https://www.rougier-ple.fr/enfant-vernis-papier-decopatch.r.html","text/html;charset=UTF-8","200","OK","Indexable","","","","","","","","",""
"https://www.rougier-ple.fr/couture-mode.r.html","text/html;charset=UTF-8","200","OK","Indexable","","","","","","","","",""
"https://www.rougier-ple.fr/jesmonite.r.html","text/html;charset=UTF-8","200","OK","Indexable","","","","","","","","",""
"https://www.rougier-ple.fr/fil-metallique.r.html","text/html;charset=UTF-8","200","OK","Indexable","","","","","","","","",""
"https://www.rougier-ple.fr/coffret-arts-graphiques.r.html","text/html;charset=UTF-8","200","OK","Indexable","","","","","","","","",""
"https://www.rougier-ple.fr/platre-1787.r.html","text/html;charset=UTF-8","200","OK","Indexable","","","","","","","","",""
"https://www.rougier-ple.fr/aquarelle-miel.r.html","text/html;charset=UTF-8","200","OK","Indexable","","","","","","","","",""
"https://www.rougier-ple.fr/stylo-effacable.r.html","text/html;charset=UTF-8","200","OK","Indexable","","","","","","","","",""
"https://www.rougier-ple.fr/livre-beaux-arts.r.html","text/html;charset=UTF-8","200","OK","Indexable","","","","","","","","",""
"https://www.rougier-ple.fr/livre-loisir.r.html","text/html;charset=UTF-8","200","OK","Indexable","","","","","","","","",""
"https://www.rougier-ple.fr/gommette-sticker.r.html","text/html;charset=UTF-8","200","OK","Indexable","","","","","","","","",""
"https://www.rougier-ple.fr/carnet-de-croquis-1586.r.html","text/html;charset=UTF-8","200","OK","Indexable","","","","","","","","",""
"https://www.rougier-ple.fr/impression.r.html","text/html;charset=UTF-8","200","OK","Indexable","","","","","","","","",""
"https://www.rougier-ple.fr/machine-de-decoupe.r.html","text/html;charset=UTF-8","200","OK","Indexable","","","","","","","","",""
"https://www.rougier-ple.fr/beaux-arts/aquarelle.r.html","text/html;charset=UTF-8","200","OK","Indexable","","","","","","","","",""
"https://www.rougier-ple.fr/perle-bijou.r.html","text/html;charset=UTF-8","200","OK","Indexable","","","","","","","","",""
"https://www.rougier-ple.fr/tranchefile-signet-1595.r.html","text/html;charset=UTF-8","200","OK","Indexable","","","","","","","","",""
"https://www.rougier-ple.fr/faber-castell.r.html","text/html;charset=UTF-8","200","OK","Indexable","","","","","","","","",""
"https://www.rougier-ple.fr/carte-enveloppe-bloc.r.html","text/html;charset=UTF-8","200","OK","Indexable","","","","","","","","",""
"https://www.rougier-ple.fr/plume-pompon-paillette.r.html","text/html;charset=UTF-8","200","OK","Indexable","","","","","","","","",""
"https://www.rougier-ple.fr/les-marques.r.html","text/html;charset=UTF-8","200","OK","Indexable","","","","","","","","",""
"https://www.rougier-ple.fr/encre-de-chine-2997.r.html","text/html;charset=UTF-8","200","OK","Indexable","","","","","","","","",""
"https://www.rougier-ple.fr/aerographie.r.html","text/html;charset=UTF-8","200","OK","Indexable","","","","","","","","",""
"https://www.rougier-ple.fr/sac-artiste-carton-dessin-1588.r.html","text/html;charset=UTF-8","200","OK","Indexable","","","","","","","","",""
"https://www.rougier-ple.fr/cricut-autopress-professionnelle.r.html","text/html;charset=UTF-8","200","OK","Indexable","","","","","","","","",""
"https://www.rougier-ple.fr/peinture-gouache.r.html","text/html;charset=UTF-8","200","OK","Indexable","","","","","","","","",""
"https://www.rougier-ple.fr/stylo-quatre-couleurs.r.html","text/html;charset=UTF-8","200","OK","Indexable","","","","","","","","",""
"https://www.rougier-ple.fr/reliure.r.html","text/html;charset=UTF-8","200","OK","Indexable","","","","","","","","",""
"https://www.rougier-ple.fr/faq.r.html","text/html;charset=UTF-8","200","OK","Indexable","","","","","","","","",""
"https://www.rougier-ple.fr/enfant-deco-anniversaire.r.html","text/html;charset=UTF-8","200","OK","Indexable","","","","","","","","",""
"https://www.rougier-ple.fr/book.r.html","text/html;charset=UTF-8","200","OK","Indexable","","","","","","","","",""
"https://www.rougier-ple.fr/pate-modeler-1598.r.html","text/html;charset=UTF-8","200","OK","Indexable","","","","","","","","",""
"https://www.rougier-ple.fr/papier-technique.r.html","text/html;charset=UTF-8","200","OK","Indexable","","","","","","","","",""
"https://www.rougier-ple.fr/accessoire-arts-graphiques.r.html","text/html;charset=UTF-8","200","OK","Indexable","","","","","","","","",""
"https://www.rougier-ple.fr/gomme-1591.r.html","text/html;charset=UTF-8","200","OK","Indexable","","","","","","","","",""
"https://www.rougier-ple.fr/encadrement/cadre-en-bois.r.html","text/html;charset=UTF-8","200","OK","Indexable","","","","","","","","",""
"https://www.rougier-ple.fr/cyanotype.r.html","text/html;charset=UTF-8","200","OK","Indexable","","","","","","","","",""
"https://www.rougier-ple.fr/colle-adhesif.r.html","text/html;charset=UTF-8","200","OK","Indexable","","","","","","","","",""
"https://www.rougier-ple.fr/cosmetiques.r.html","text/html;charset=UTF-8","200","OK","Indexable","","","","","","","","",""
"https://www.rougier-ple.fr/puzzle-enfants.r.html","text/html;charset=UTF-8","200","OK","Indexable","","","","","","","","",""
"https://www.rougier-ple.fr/crayon-de-couleur-feutre.r.html","text/html;charset=UTF-8","200","OK","Indexable","","","","","","","","",""
"https://www.rougier-ple.fr/peinture-chaussures-vetements.r.html","text/html;charset=UTF-8","200","OK","Indexable","","","","","","","","",""
"https://www.rougier-ple.fr/chevalet-1587.r.html","text/html;charset=UTF-8","200","OK","Indexable","","","","","","","","",""
"https://www.rougier-ple.fr/dessin-technique.r.html","text/html;charset=UTF-8","200","OK","Indexable","","","","","","","","",""
"https://www.rougier-ple.fr/pastel-1589.r.html","text/html;charset=UTF-8","200","OK","Indexable","","","","","","","","",""
"https://www.rougier-ple.fr/silicone-latex.r.html","text/html;charset=UTF-8","200","OK","Indexable","","","","","","","","",""
"https://www.rougier-ple.fr/calame.r.html","text/html;charset=UTF-8","200","OK","Indexable","","","","","","","","",""
"https://www.rougier-ple.fr/regle-reglet-echelle.r.html","text/html;charset=UTF-8","200","OK","Indexable","","","","","","","","",""
"https://www.rougier-ple.fr/entreprise.r.html","text/html;charset=UTF-8","200","OK","Indexable","","","","","","","","",""
"https://www.rougier-ple.fr/format-raisin.r.html","text/html;charset=UTF-8","200","OK","Indexable","","","","","","","","",""
"https://www.rougier-ple.fr/paques.r.html","text/html;charset=UTF-8","200","OK","Indexable","","","","","","","","",""
"https://www.rougier-ple.fr/peinture-huile.r.html","text/html;charset=UTF-8","200","OK","Indexable","","","","","","","","",""
"https://www.rougier-ple.fr/beaux-arts/huile.r.html","text/html;charset=UTF-8","200","OK","Indexable","","","","","","","","",""
"https://www.rougier-ple.fr/peinture-par-numero.r.html","text/html;charset=UTF-8","200","OK","Indexable","","","","","","","","",""
"https://www.rougier-ple.fr/posca-1315.r.html","text/html;charset=UTF-8","200","OK","Indexable","","","","","","","","",""
"https://www.rougier-ple.fr/materiel-architecture.r.html","text/html;charset=UTF-8","200","OK","Indexable","","","","","","","","",""
"https://www.rougier-ple.fr/ciseaux-colle.r.html","text/html;charset=UTF-8","200","OK","Indexable","","","","","","","","",""
"https://www.rougier-ple.fr/moule-resine.r.html","text/html;charset=UTF-8","200","OK","Indexable","","","","","","","","",""
"https://www.rougier-ple.fr/presse.r.html","text/html;charset=UTF-8","200","OK","Indexable","","","","","","","","",""
"https://www.rougier-ple.fr/magasins.r.html","text/html;charset=UTF-8","200","OK","Indexable","","","","","","","","",""
"https://www.rougier-ple.fr/objets-decorer-bois-papier-mache.r.html","text/html;charset=UTF-8","200","OK","Indexable","","","","","","","","",""
"https://www.rougier-ple.fr/crea-1257.r.html","text/html;charset=UTF-8","200","OK","Indexable","","","","","","","","",""
"https://www.rougier-ple.fr/crayon-porte-mine-mine.r.html","text/html;charset=UTF-8","200","OK","Indexable","","","","","","","","",""
"https://www.rougier-ple.fr/pastel.r.html","text/html;charset=UTF-8","200","OK","Indexable","","","","","","","","",""
"https://www.rougier-ple.fr/plan-du-site.r.html","text/html;charset=UTF-8","200","OK","Indexable","","","","","","","","",""
"https://www.rougier-ple.fr/calligraphie.r.html","text/html;charset=UTF-8","200","OK","Indexable","","","","","","","","",""
"https://www.rougier-ple.fr/paiement-securise.r.html","text/html;charset=UTF-8","200","OK","Indexable","","","","","","","","",""
"https://www.rougier-ple.fr/porte-mine-etui-mine.r.html","text/html;charset=UTF-8","200","OK","Indexable","","","","","","","","",""
"https://www.rougier-ple.fr/sac-de-transport-carton-dessin-tube.r.html","text/html;charset=UTF-8","200","OK","Indexable","","","","","","","","",""
"https://www.rougier-ple.fr/reception.r.html","text/html;charset=UTF-8","200","OK","Indexable","","","","","","","","",""
"https://www.rougier-ple.fr/trousse-2996.r.html","text/html;charset=UTF-8","200","OK","Indexable","","","","","","","","",""
"https://www.rougier-ple.fr/restauration.r.html","text/html;charset=UTF-8","200","OK","Indexable","","","","","","","","",""
"https://www.rougier-ple.fr/papier-reliure.r.html","text/html;charset=UTF-8","200","OK","Indexable","","","","","","","","",""
"https://www.rougier-ple.fr/herbier-jeu-exploration.r.html","text/html;charset=UTF-8","200","OK","Indexable","","","","","","","","",""
"https://www.rougier-ple.fr/stylo-stylo-plume.r.html","text/html;charset=UTF-8","200","OK","Indexable","","","","","","","","",""
"https://www.rougier-ple.fr/accessoire-encadrement.r.html","text/html;charset=UTF-8","200","OK","Indexable","","","","","","","","",""
"https://www.rougier-ple.fr/feutre-marqueur.r.html","text/html;charset=UTF-8","200","OK","Indexable","","","","","","","","",""
"https://www.rougier-ple.fr/les-marques/charbonnel.r.html","text/html;charset=UTF-8","200","OK","Indexable","","","","","","","","",""
"https://www.rougier-ple.fr/livre.r.html","text/html;charset=UTF-8","200","OK","Indexable","","","","","","","","",""
"https://www.rougier-ple.fr/cadre-sous-verre.r.html","text/html;charset=UTF-8","200","OK","Indexable","","","","","","","","",""
"https://www.rougier-ple.fr/scrapbooking.r.html","text/html;charset=UTF-8","200","OK","Indexable","","","","","","","","",""
"https://www.rougier-ple.fr/feutres-alcool.r.html","text/html;charset=UTF-8","200","OK","Indexable","","","","","","","","",""
"https://www.rougier-ple.fr/beaux-arts/gouache.r.html","text/html;charset=UTF-8","200","OK","Indexable","","","","","","","","",""
"https://www.rougier-ple.fr/loisirs-argile-autodurcissante.r.html","text/html;charset=UTF-8","200","OK","Indexable","","","","","","","","",""
"https://www.rougier-ple.fr/peinture-acrylique.r.html","text/html;charset=UTF-8","200","OK","Indexable","","","","","","","","",""
"https://www.rougier-ple.fr/contact.r.html","text/html;charset=UTF-8","200","OK","Indexable","","","","","","","","",""
"https://www.rougier-ple.fr/meilleures-ventes2.r.html","text/html;charset=UTF-8","200","OK","Indexable","","","","","","","","",""
"https://www.rougier-ple.fr/cartable.r.html","text/html;charset=UTF-8","200","OK","Indexable","","","","","","","","",""
"https://www.rougier-ple.fr/sennelier.r.html","text/html;charset=UTF-8","200","OK","Indexable","","","","","","","","",""
"https://www.rougier-ple.fr/plume-calame.r.html","text/html;charset=UTF-8","200","OK","Indexable","","","","","","","","",""
"https://www.rougier-ple.fr/nouveautes2.r.html","text/html;charset=UTF-8","200","OK","Indexable","","","","","","","","",""
"https://www.rougier-ple.fr/modelage-fimo-pate-modeler-loisir.r.html","text/html;charset=UTF-8","200","OK","Indexable","","","","","","","","",""
"https://www.rougier-ple.fr/aerographe-compresseur.r.html","text/html;charset=UTF-8","200","OK","Indexable","","","","","","","","",""
"https://www.rougier-ple.fr/les-marques-rougier-ple.r.html","text/html;charset=UTF-8","200","OK","Indexable","","","","","","","","",""
"https://www.rougier-ple.fr/peluche-poupee-diy.r.html","text/html;charset=UTF-8","200","OK","Indexable","","","","","","","","",""
"https://www.rougier-ple.fr/decoupage-pliage-gomette.r.html","text/html;charset=UTF-8","200","OK","Indexable","","","","","","","","",""
"https://www.rougier-ple.fr/meilleures-ventes-beaux-arts.r.html","text/html;charset=UTF-8","200","OK","Indexable","","","","","","","","",""
"https://www.rougier-ple.fr/carte-gratter-carte-pailleter.r.html","text/html;charset=UTF-8","200","OK","Indexable","","","","","","","","",""
"https://www.rougier-ple.fr/vernis-colle-pinceau-1592.r.html","text/html;charset=UTF-8","200","OK","Indexable","","","","","","","","",""
"https://www.rougier-ple.fr/coloriages-mysteres.r.html","text/html;charset=UTF-8","200","OK","Indexable","","","","","","","","",""
"https://www.rougier-ple.fr/conditions-generales-vente.r.html","text/html;charset=UTF-8","200","OK","Indexable","","","","","","","","",""
"https://www.rougier-ple.fr/encre-1596.r.html","text/html;charset=UTF-8","200","OK","Indexable","","","","","","","","",""
"https://www.rougier-ple.fr/carterie-creative.r.html","text/html;charset=UTF-8","200","OK","Indexable","","","","","","","","",""
"https://www.rougier-ple.fr/tableau-creatif-enfant.r.html","text/html;charset=UTF-8","200","OK","Indexable","","","","","","","","",""
"https://www.rougier-ple.fr/cuir-1594.r.html","text/html;charset=UTF-8","200","OK","Indexable","","","","","","","","",""
"https://www.rougier-ple.fr/enfant-perle-bijoux.r.html","text/html;charset=UTF-8","200","OK","Indexable","","","","","","","","",""
"https://www.rougier-ple.fr/enfant-fournitures-papeterie.r.html","text/html;charset=UTF-8","200","OK","Indexable","","","","","","","","",""
"https://www.rougier-ple.fr/loisirs-creatifs-plume.r.html","text/html;charset=UTF-8","200","OK","Indexable","","","","","","","","",""
"https://www.rougier-ple.fr/programme-fidelite.html.r.html","text/html;charset=UTF-8","200","OK","Indexable","","","","","","","","",""
"https://www.rougier-ple.fr/beaux-arts/acrylique.r.html","text/html;charset=UTF-8","200","OK","Indexable","","","","","","","","",""
"https://www.rougier-ple.fr/vernis-patine.r.html","text/html;charset=UTF-8","200","OK","Indexable","","","","","","","","",""
"https://www.rougier-ple.fr/adhesifs-masking-tape.r.html","text/html;charset=UTF-8","200","OK","Indexable","","","","","","","","",""
"https://www.rougier-ple.fr/agenda-calendrier.r.html","text/html;charset=UTF-8","200","OK","Indexable","","","","","","","","",""
"https://www.rougier-ple.fr/pyrogravure.r.html","text/html;charset=UTF-8","200","OK","Indexable","","","","","","","","",""
"https://www.rougier-ple.fr/feutrine-mousse-creative-enfant.r.html","text/html;charset=UTF-8","200","OK","Indexable","","","","","","","","",""
"https://www.rougier-ple.fr/stylo-stylo-feutre.r.html","text/html;charset=UTF-8","200","OK","Indexable","","","","","","","","",""
"https://www.rougier-ple.fr/alginate-moulage.r.html","text/html;charset=UTF-8","200","OK","Indexable","","","","","","","","",""
"https://www.rougier-ple.fr/modelage.r.html","text/html;charset=UTF-8","200","OK","Indexable","","","","","","","","",""
"https://www.rougier-ple.fr/papier-de-soie-crepon.r.html","text/html;charset=UTF-8","200","OK","Indexable","","","","","","","","",""
"https://www.rougier-ple.fr/fusain-crayon-porte-mine.r.html","text/html;charset=UTF-8","200","OK","Indexable","","","","","","","","",""
"https://www.rougier-ple.fr/decopatch.r.html","text/html;charset=UTF-8","200","OK","Indexable","","","","","","","","",""
"https://www.rougier-ple.fr/feutre-surligneur.r.html","text/html;charset=UTF-8","200","OK","Indexable","","","","","","","","",""
"https://www.rougier-ple.fr/confection-abat-jour.r.html","text/html;charset=UTF-8","200","OK","Indexable","","","","","","","","",""
"https://www.rougier-ple.fr/moule-gateau-deco-enfant.r.html","text/html;charset=UTF-8","200","OK","Indexable","","","","","","","","",""
"https://www.rougier-ple.fr/petites-fournitures.r.html","text/html;charset=UTF-8","200","OK","Indexable","","","","","","","","",""
"https://www.rougier-ple.fr/papier-1585.r.html","text/html;charset=UTF-8","200","OK","Indexable","","","","","","","","",""
"https://www.rougier-ple.fr/coffret-beaux-arts.r.html","text/html;charset=UTF-8","200","OK","Indexable","","","","","","","","",""
"https://www.rougier-ple.fr/embellissement-ruban-noeud.r.html","text/html;charset=UTF-8","200","OK","Indexable","","","","","","","","",""
